code;label_n1;label_n2;label_n3;description;commentaire
/MAT/VEH/ROADVE/SEMI;Matériel;Véhicule;Semi-remorque; Une remorque routière qui a un système de roues à l'arrière seulement et qui est couplée à un tracteur approprié pour former un camion articulé.;
/MAT/VEH/ROADVE/TRACTR;Matériel;Véhicule;Tracteur; Un véhicule motorisé qui tire ou entraîne des machines.;
/MAT/VEH/ROADVE/TRAILR;Matériel;Véhicule;Remorque; Un véhicule conçu pour être remorqué par un autre véhicule. Les remorques spécifiques de lutte contre l'incendie sont détaillées dans une section spécifique (cf. Matériel/Véhicule/Véhicules routiers/Types de remorques de lutte contre l'incendie).;
/MAT/VEH/ROADVE/TRLBUS;Matériel;Véhicule;Trolleybus; Un bus alimenté par l'électricité obtenue à partir d'un câble aérien au moyen d'une roue trolley.;
/MAT/VEH/ROADVE/TRUCK;Matériel;Véhicule;Camion; Un véhicule automobile utilisé pour le transport de marchandises.;
/MAT/VEH/ROADVE/FRFGTN/AERIAL;Matériel;Véhicule;Appareils aériens; Cette catégorie comprend les échelles et les plates-formes.;
/MAT/VEH/ROADVE/FRFGTN/BREATH;Matériel;Véhicule;Support pour appareils respiratoires; Véhicules équipés de supports pour appareils respiratoires.;
/MAT/VEH/ROADVE/FRFGTN/C3;Matériel;Véhicule;Commande, contrôle et communications; Véhicules spécifiquement équipés pour la commande, le contrôle et les communications.;
/MAT/VEH/ROADVE/FRFGTN/FRF;Matériel;Véhicule;Véhicule de lutte contre l'incendie; Véhicule ou remorque spécifiquement équipé pour éteindre les incendies. Les capacités de ce véhicule sont détaillées dans l'élément RESSOURCE/TYPE/CAPACITÉ (sur route/hors route, capacité de la pompe, capacité du réservoir, effectif de l'équipage, camion ou remorque).;
/MAT/VEH/ROADVE/FRFGTN/HAZMAT;Matériel;Véhicule;Hazmat et CBRN; Véhicules spécifiquement équipés pour la gestion de matières dangereuses.;
/MAT/VEH/ROADVE/FRFGTN/OTHR;Matériel;Véhicule;Autres types de véhicules de lutte contre l'incendie; Par exemple : véhicules aéroportuaires, véhicules d'enquête, logistique.;
/MAT/VEH/ROADVE/FRFGTN/PERCAR;Matériel;Véhicule;Transport de personnel; Véhicules dont la fonction principale est de transporter du personnel.;
/MAT/VEH/ROADVE/FRFGTN/PUMP;Matériel;Véhicule;Véhicule de pompage; Véhicule pour le pompage de grandes quantités de liquides, non destiné à l'extinction.;
/MAT/VEH/ROADVE/FRFGTN/RSC;Matériel;Véhicule;Secours; Véhicules utilisés pour sauver des vies ou prévenir les blessures.;
/MAT/VEH/ROADVE/POLICE/COMLIA;Matériel;Véhicule;Véhicule de liaison communautaire; Une voiture de production standard, visiblement marquée, mais sans dispositifs d'alarme visuels et sonores.;
/MAT/VEH/ROADVE/POLICE/DOGUNT;Matériel;Véhicule;Véhicule pour unité canine; Utilisé pour transporter des chiens de police vers et depuis les incidents ou les missions.;
/MAT/VEH/ROADVE/POLICE/GENPUR;Matériel;Véhicule;Véhicule de gestion du trafic routier; Une voiture marquée avec 2 membres d'équipage en uniforme. Équipée de panneaux de signalisation de base pour la gestion du trafic routier.;
/MAT/VEH/ROADVE/POLICE/HAZMAT;Matériel;Véhicule;Véhicule de gestion de matières dangereuses; Une voiture de haute performance marquée avec 2 membres d'équipage et équipée de panneaux de signalisation pour la gestion du trafic routier. L'un des membres d'équipage sera formé pour conseiller sur la gestion des déversements ou des émissions de matières dangereuses, par exemple des produits chimiques.;
/MAT/VEH/ROADVE/POLICE/MBIKE;Matériel;Véhicule;Moto de police; Utilisée pour faire respecter les lois sur la circulation et escorter des véhicules.;
/MAT/VEH/ROADVE/POLICE/PATROL;Matériel;Véhicule;Voiture de patrouille; Transporte les policiers ordinaires entre leurs missions (prise de déclarations, visite de témoins, etc.), sera très probablement équipée de signaux lumineux et sonores.;
/MAT/VEH/ROADVE/POLICE/RSPONSE;Matériel;Véhicule;Voiture d'intervention; Presque exclusivement utilisée pour répondre aux incidents d'urgence, conçue pour se déplacer rapidement et peut transporter un équipement spécialisé.;
/MAT/VEH/ROADVE/POLICE/TRAFFIC;Matériel;Véhicule;Véhicule de haute performance pour la gestion du trafic routier; Une voiture de haute performance marquée avec 2 membres d'équipage et équipée de panneaux de signalisation pour la gestion du trafic routier.;
/MAT/VEH/ROADVE/POLICE/TRANSIT;Matériel;Véhicule;Véhicule de transit; Un transporteur de personnel avec un sergent et 6 agents de police pris parmi les agents de service qui peuvent être envoyés sur les lieux d'un incident dans l'heure.;
/MAT/VEH/ROADVE/POLICE/VAN;Matériel;Véhicule;Fourgon de police; Utilisé par la police pour transporter les personnes arrêtées et les détenus.;
/MAT/VEH/VESSEL/AIRCAR;Matériel;Véhicule;Porte-avions; Un navire conçu pour soutenir et faire fonctionner des avions, engager des attaques contre des cibles en mer ou à terre, et mener des opérations durables en soutien d'autres forces.;
/MAT/VEH/VESSEL/AMPH;Matériel;Véhicule;Amphibie; Un véhicule conçu pour se déplacer sur la terre et sur l'eau.;
/MAT/VEH/VESSEL/BARGE;Matériel;Véhicule;Chaland; Un long bateau à fond plat pour le transport de marchandises sur les canaux, les rivières, etc.;
/MAT/VEH/VESSEL/BARSHP;Matériel;Véhicule;Navire de caserne; Un navire autopropulsé utilisé comme installation de base mobile et navire de soutien pour les équipages d'autres navires et sans installations de réparation.;
/MAT/VEH/VESSEL/BRDGBT;Matériel;Véhicule;Bateau de franchissement; Un bateau utilisé pour soutenir un pont.;
/MAT/VEH/VESSEL/CNTSHP;Matériel;Véhicule;Navire porte-conteneurs; Un navire spécialement construit et équipé pour transporter des conteneurs standard.;
/MAT/VEH/VESSEL/CSRSHP;Matériel;Véhicule;Navire de réception de victimes; Un navire non déclaré au CICR/Croissant-Rouge, fournissant un traitement médical et chirurgical et des soins infirmiers aux personnes malades ou blessées.;
/MAT/VEH/VESSEL/CSTSHP;Matériel;Véhicule;Navire de transport de victimes; Un navire, non déclaré au CICR/Croissant-Rouge et non protégé, dont le but principal est de prendre en charge les victimes en post-opération pendant le transport hors du théâtre.;
/MAT/VEH/VESSEL/DPSMVS;Matériel;Véhicule;Navire de plongée profonde; Un navire capable de plonger profondément dans l'eau pour des missions d'investigation, de sauvetage et de récupération.;
/MAT/VEH/VESSEL/FERRY;Matériel;Véhicule;Ferry; Un navire ou un bateau utilisé pour le transport de passagers ou de marchandises.;
/MAT/VEH/VESSEL/FIRBOT;Matériel;Véhicule;Bateau de lutte contre l'incendie; Un navire de port largement équipé pour la lutte contre l'incendie.;
/MAT/VEH/VESSEL/FLTCRN;Matériel;Véhicule;Grue flottante; Un navire de type barge, généralement non autopropulsé, équipé d'une grue.;
/MAT/VEH/VESSEL/FLTDRG;Matériel;Véhicule;Dragueur flottant; Un navire utilisé comme drague.;
/MAT/VEH/VESSEL/FLTDRY;Matériel;Véhicule;Cale sèche flottante; Une cale sèche flottante capable d'accueillir ou de réparer des navires.;
/MAT/VEH/VESSEL/FREBLK;Matériel;Véhicule;Cargo en vrac, navire; Un navire conçu pour transporter des marchandises solides dans des cales.;
/MAT/VEH/VESSEL/FRELIQ;Matériel;Véhicule;Cargo liquide, navire; Un navire conçu pour transporter des marchandises liquides.;
/MAT/VEH/VESSEL/HOSSHP;Matériel;Véhicule;Navire hôpital; Un navire, déclaré au CICR/Croissant-Rouge et protégé en conséquence, fournissant des soins médicaux et chirurgicaux ainsi que des soins infirmiers aux personnes malades ou blessées.;
/MAT/VEH/VESSEL/HOVCRF;Matériel;Véhicule;Aéroglisseur; Un véhicule ou un engin qui peut être soutenu par un coussin d'air expulsé vers le bas contre une surface située juste en dessous, et qui peut en principe se déplacer sur n'importe quelle surface relativement lisse (comme une étendue d'eau, des marais, un terrain doucement incliné) tout en n'ayant aucun contact significatif avec elle.;
/MAT/VEH/VESSEL/ICEBRK;Matériel;Véhicule;Brise-glace; Un navire spécialement conçu ou adapté pour briser une voie à travers la glace.;
/MAT/VEH/VESSEL/LAUNCH;Matériel;Véhicule;Lance; Un petit navire utilisé dans les eaux abritées pour le transport de personnel.;
/MAT/VEH/VESSEL/LGHTER;Matériel;Véhicule;Chaland; Un navire de type barge utilisé pour charger et décharger des navires ou pour transporter des charges sur de courtes distances.;
/MAT/VEH/VESSEL/LNDCRF;Matériel;Véhicule;Bateau de débarquement; L'un des plusieurs types de navires de guerre amphibies spécialement conçus pour débarquer des troupes et de l'équipement.;
/MAT/VEH/VESSEL/MERSHP;Matériel;Véhicule;Navire marchand; Un navire non militaire conçu pour transporter des marchandises ou des passagers.;
/MAT/VEH/VESSEL/MOBLS;Matériel;Véhicule;Navire de logistique mobile; Un navire de guerre conçu pour l'assistance logistique.;
/MAT/VEH/VESSEL/OILER;Matériel;Véhicule;Pétrolier; Un navire conçu pour fournir du carburant à d'autres navires en mer.;
/MAT/VEH/VESSEL/PASSGR;Matériel;Véhicule;Navire de passagers; Un navire marchand conçu pour transporter des personnes.;
/MAT/VEH/VESSEL/PATVES;Matériel;Véhicule;Patrouilleur/coupeur de garde-côtière; Un navire conçu pour une ou plusieurs des fonctions suivantes : défense côtière, protection de la vie et des biens en mer, et application des lois douanières, de l'immigration et de la navigation.;
/MAT/VEH/VESSEL/POLSPD;Matériel;Véhicule;Bateau de police rapide; Bateau de police rapide;
/MAT/VEH/VESSEL/PRV;Matériel;Véhicule;Navire de récupération de la pollution; Navire de récupération de la pollution;
/MAT/VEH/VESSEL/RAFT;Matériel;Véhicule;Radeau; Une structure flottante plate en bois ou d'autres matériaux pour le transport de personnes ou de marchandises.;
/MAT/VEH/VESSEL/RPRSHP;Matériel;Véhicule;Navire de réparation; Un navire utilisé comme installation de réparation mobile.;
/MAT/VEH/VESSEL/SAILVS;Matériel;Véhicule;Voilier; Un navire de surface dont la principale force motrice est l'énergie éolienne.;
/MAT/VEH/VESSEL/SALSHP;Matériel;Véhicule;Navire de sauvetage; Un navire d'au moins 40 mètres de long utilisé pour fournir des services de sauvetage mobiles, de réparation, de plongée et de secours.;
/MAT/VEH/VESSEL/SMLLBO;Matériel;Véhicule;Bateau, petit; Un petit navire ouvert destiné à traverser la surface de l'eau, généralement propulsé par des rames, bien que parfois par une voile.;
/MAT/VEH/VESSEL/SUBMAR;Matériel;Véhicule;Sous-marin; Un navire de guerre capable de fonctionner sous l'eau et généralement équipé de torpilles, de missiles et d'un périscope.;
/MAT/VEH/VESSEL/TANKER;Matériel;Véhicule;Pétrolier; Un navire conçu pour transporter des liquides, notamment des huiles minérales, en vrac.;
/MAT/VEH/VESSEL/TENDER;Matériel;Véhicule;Navire de soutien; Un navire conçu pour fournir un soutien logistique et des installations de dépôt à d'autres navires.;
/MAT/VEH/VESSEL/TUGBOT;Matériel;Véhicule;Remorqueur; Un petit bateau puissant pour remorquer de plus grands navires.;
/ORG/AMBUL;Organisation;Ambulances;; Service médical spécialisé fournissant un traitement d'urgence et le transport depuis un incident vers une installation médicale.;
/ORG/CIVP;Organisation;Protection civile;; Organisation fournissant des dispositions de protection civile pour les citoyens en dehors du contexte militaire.;
/ORG/COASTG;Organisation;Agence maritime et des garde-côtes;; Agence maritime et des garde-côtes;
/ORG/DOCTOR;Organisation;Organisation médicale;; Organisation fournissant des services médicaux, par exemple des médecins.;
/ORG/ENVAGC;Organisation;Agence de l'environnement;; Agence responsable de tous les aspects de la pollution et des dommages à l'environnement.;
/ORG/FIRFS;Organisation;Services d'incendie;; Services d'incendie;
/ORG/GEND;Organisation;Gendarmerie;; Organisation ayant des missions similaires à celles de la police en dehors des zones urbaines.;
/ORG/HOSP;Organisation;Hôpitaux;; Bâtiment abritant des installations médicales.;
/ORG/IDCOM;Organisation;Commission d'identification;; Un groupe représentant tous les aspects du processus d'identification, mis en place pour examiner et déterminer l'identité des personnes décédées.;
/ORG/LCRESF;Organisation;Forum de résilience local;; Le groupe de tous les intervenants de catégorie 1 et de catégorie 2 dans une zone géographique de la police.;
/ORG/LOCAUT;Organisation;Autorité locale;; Terme désignant l'organisation gouvernementale locale responsable de la prestation de services publics dans une zone géographique.;
/ORG/MARAGC;Organisation;Agence maritime et des garde-côtes;; Cela comprend la mobilisation, l'organisation et l'affectation de ressources adéquates pour répondre aux personnes en détresse en mer ou aux personnes exposées à un risque de blessure ou de décès sur les falaises et le littoral. Exemples : L'Agence maritime et des garde-côtes (MCA) au Royaume-Uni est responsable de l'initiation et de la coordination des opérations de recherche et de sauvetage maritimes civiles (SAR). Également connue sous le nom de Ryhswaterstrat Coast Gand (Pays-Bas) — Insea.;
/ORG/METAGC;Organisation;Agence météorologique;; Organisation fournissant des informations sur la météo.;
/ORG/MIL;Organisation;Militaire;; Terme utilisé pour décrire les forces armées.;
/ORG/NGO;Organisation;Organisation humanitaire non gouvernementale;; Organisations caritatives telles que la Croix-Rouge, Oxfam, etc.;
/ORG/POLCNG;Organisation;Groupe consultatif de la communauté policière;; Organisation représentant un groupe communautaire spécifique dans ses relations avec la police.;
/ORG/POLICE;Organisation;Police;; Organisation chargée de maintenir la loi et l'ordre.;
/ORG/RGRESF;Organisation;Forum régional de résilience;; Un forum créé par un bureau du gouvernement pour discuter de la résilience civile d'un point de vue régional.;
/ORG/SPADPV;Organisation;Fournisseurs de conseils spécialisés;; Quelques exemples : Chemet — Un programme administré par le Bureau météorologique fournissant des informations sur les conditions météorologiques telles qu'elles affectent un incident impliquant des produits chimiques dangereux. Bellwin Scheme — Programme britannique fournissant une aide financière aux autorités locales en cas de catastrophe majeure. Chemdata — Système informatique spécialisé pour obtenir des informations sur les matières dangereuses. Tremcard — Carte d'action d'urgence transportée dans les véhicules transportant des matières dangereuses. Code Kemmler — Code d'action d'urgence pour la manipulation de matières dangereuses. Hazchem — Système informatique spécialisé pour obtenir des informations sur les matières dangereuses. Code d'action d'urgence — Code d'action d'urgence sur les côtés et l'arrière des véhicules transportant des matières dangereuses. Fournit des conseils sur les méthodes d'atténuation, l'évacuation et le numéro de contact. Numéro ONU — Base de données répertoriant les propriétés et les procédures d'action d'urgence pour les produits chimiques et les matières dangereuses.;
/ORG/TRS;Organisation;Services de sauvetage technique;; Par exemple, le THW en Allemagne.;
/ORG/WATAGC;Organisation;Fournisseurs d'eau;; Fournisseurs d'eau : Un terme utilisé pour décrire les entreprises ayant l'obligation légale de fournir de l'eau. NUTS — Description néerlandaise des fournisseurs d'eau et d'autres fournisseurs de services publics.;
